Age,Weight,Goal,Exercise,Title,Type,Equipment,Level,Rating,Desc
40,108.14581545956747,0,Seated leg lift,Seated leg lift,Strength,2,1,6.286607142857143,The seated leg lift is a bodyweight exercise targeting the muscles of the core and hip flexors. It can be performed for time or reps in the core-focused portion of any workout.
56,74.1634501416893,0,Holman Elbow Plank Pike Pull,Holman Elbow Plank Pike Pull,Strength,2,1,6.286607142857143,
32,104.16841662409382,2,Sit-up,Sit-up,Strength,2,1,7.5,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench."
46,75.39305262661618,1,30 Medicine Ball Slam,30 Medicine Ball Slam,Strength,8,1,6.286607142857143,"The medicine ball slam is an explosive exercise for developing power, strength, and speed. Muscles worked include the abdominals, legs, triceps, shoulders, and lats. The slams are usually done in rapid succession to complete one set. It can also be a component of a power or athleticism-focused circuit workout."
53,110.27476139823051,0,Crab walk,Crab walk,Strength,2,1,6.286607142857143,"The crab walk is a full-body exercise that has been popular in schools and gym classes for decades. It's a full-body coordination challenge that also burns serious calories, making it an excellent inclusion in a full-body warm-up or bodyweight circuit workout."
30,65.36573675566711,2,Kettlebell toe-touch,Kettlebell toe-touch,Strength,6,1,6.286607142857143,"The kettlebell toe-touch is a more difficult version of a highly popular abdominal movement usually done for high reps. The simple addition of a weight makes the toe-touch far more difficult, providing a different stimulus to the core during training."
49,118.2183085639209,2,Partner medicine ball sit-up,Partner medicine ball sit-up,Strength,8,1,6.286607142857143,"The partner medicine ball sit-up is a more difficult version of the traditional abdominal exercise. Two partners pass a medicine ball back and forth at the top of each rep, so each one must alternate a weighted rep with an unweighted rep. This technique can be done for reps or time in any ab-focused workout, in an ""I go, you go"" format."
24,104.58311423516216,2,Hanging knee raise with manual resistance,Hanging knee raise with manual resistance,Strength,2,0,0.0,"The hanging knee raise with manual resistance is a more advanced version of the hanging knee raise that utilizes a partner. The partner applies enough resistance to make the movement more difficult, while still allowing the lifter to perform multiple reps."
39,57.99665481442778,0,Active hang from bar,Active hang from bar,Strength,2,1,6.286607142857143,"The active hang from bar is a static exercise that involves isometrically squeezing the shoulders into the sockets and activating the muscles of the upper back and core. It can be used to improve pull-up form or to do more pull-ups, but also has postural and shoulder health benefits."
45,89.60436339765923,0,Plank Walk,Plank Walk,Strength,2,1,6.286607142857143,
19,118.97571185692142,1,Wall mountain climber,Wall mountain climber,Plyometrics,2,1,0.0,The wall mountain climber is a challenging exercise targeting the shoulders and abdominals. It's most common in bodyweight circuit training because it targets a lot of muscles as well as the cardiovascular system all at once. It can be performed for time or reps.
59,82.97458168856701,0,Holman Towel Straight Plank Jack,Holman Towel Straight Plank Jack,Strength,2,1,6.286607142857143,
23,62.74749971751083,0,Holman Right Hand Left Foot Sleeping Crab,Holman Right Hand Left Foot Sleeping Crab,Strength,2,1,6.286607142857143,
45,83.93448570052423,2,UNS Bird Dog,UNS Bird Dog,Strength,2,1,6.286607142857143,
45,85.87203591173451,1,Dumbbell hollow-body floor press,Dumbbell hollow-body floor press,Strength,4,1,6.286607142857143,The dumbbell hollow-body floor press combines upper-body strength and core work in one move.
37,101.91808609600659,0,Cross-Body Crunch - Gethin Variation,Cross-Body Crunch - Gethin Variation,Strength,2,1,6.286607142857143,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout."
47,98.91920972126331,0,Reach crunch,Reach crunch,Strength,2,1,6.286607142857143,The reach crunch is a bodyweight core exercise that involves keeping the arms raised toward the ceiling while performing a crunch. It can be performed for time or reps as part of any abs-focused circuit or workout.
28,78.17850305178864,2,Taylor Single-Arm Kettlebell Swing,Taylor Single-Arm Kettlebell Swing,Strength,6,1,6.286607142857143,
45,65.26161752458606,2,HM Air Jumping Rope,HM Air Jumping Rope,Strength,2,1,6.286607142857143,
42,95.15379174385306,0,Machine crunch,Machine crunch,Strength,7,1,6.286607142857143,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down against a pre-set level of resistance. On some machines, the knees also curl up toward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of the ab-focused portion of a workout."
56,79.51927541872973,1,Kettlebell Pass Between The Legs,Kettlebell Pass Between The Legs,Strength,6,0,7.3,
50,59.25933477877312,1,Holman Alternating Up-Down Plank to Push-Up,Holman Alternating Up-Down Plank to Push-Up,Strength,2,1,6.286607142857143,
18,113.040061086547,2,Holman Killer Abs,Holman Killer Abs,Strength,2,1,6.286607142857143,
44,98.3855300326758,2,Holman Heavy Double Split Pike,Holman Heavy Double Split Pike,Strength,4,1,6.286607142857143,
30,97.82286995118369,0,Barbell Ab Rollout - On Knees,Barbell Ab Rollout - On Knees,Strength,1,1,8.9,"The barbell roll-out is an abdominal exercise that utilizes a barbell in the place of an ab roller. It is best performed with a barbell that has rotating collars, and is considered more difficult than other ab roller variations. Many lifters may not be able to perform a single rep at first, but once they can perform these for reps, they'll be rewarded with a seriously strong core."
58,107.58087131381717,2,Holman Boat Press with Leg Extension,Holman Boat Press with Leg Extension,Strength,2,1,6.286607142857143,
20,87.07631750585568,0,Holman Feet-Elevated Hand Tap,Holman Feet-Elevated Hand Tap,Strength,2,1,6.286607142857143,
56,107.05380998817199,1,Cat-cow,Cat-cow,Strength,2,1,6.286607142857143,Cat-cow is a traditional yoga pose that is also popular in fitness and strength training. It targets spinal mobility and control of the vertebral column. It can be performed for time or reps as part of a dynamic warm-up or as a mobility or restorative exercise anytime. It can also work as part of a yoga or bodyweight sequence with other poses.
23,84.8663527457704,1,Total Fitness Ab Tuck,Total Fitness Ab Tuck,Strength,2,1,6.286607142857143,"The hollow-body knee tuck is a bodyweight abdominal exercise performed on the floor. It is similar to both the hollow-body hold and the knee tuck or reverse crunch, combining elements of both. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout."
25,54.7022779940997,0,Cable Russian Twists,Cable Russian Twists,Strength,3,0,8.1,
44,78.36736616193821,2,Seated bar twist,Seated bar twist,Strength,1,1,4.7,"The seated bar twist is a core exercise meant to strengthen the obliques. It is often performed for high reps with relatively light weight, such as an empty barbell, a lightweight fixed-weight bar, or even a PVC pipe. It can be performed during a workout, at the end of a workout, or outside of the gym to build core strength and resiliency."
26,84.82254257859233,1,Single-Arm Cable Outward-Facing Biceps Curl,Single-Arm Cable Outward-Facing Biceps Curl,Strength,3,1,6.286607142857143,The single-arm cable outward-facing biceps curl is a cable exercise that targets the biceps. It is performed standing in front of a cable machine facing away from the cable stack to increase the range of motion by fully extending the elbows. This movement is usually performed for moderate to high reps for a burn and pump as part of an arm-focused workout.
54,100.41418071426071,2,30 Flat Bench Leg Raise,30 Flat Bench Leg Raise,Strength,2,1,6.286607142857143,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
50,57.46051110900721,1,Dumbbell hollow-body floor press,Dumbbell hollow-body floor press,Strength,4,1,6.286607142857143,The dumbbell hollow-body floor press combines upper-body strength and core work in one move.
59,59.80129770623143,0,Cross-body sit-up,Cross-body sit-up,Strength,2,1,6.286607142857143,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout."
41,68.45786618442315,0,Kettlebell Windmill,Kettlebell Windmill,Strength,6,1,7.7,"The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue."
32,68.65488753596176,0,Kettlebell crab reach,Kettlebell crab reach,Strength,6,1,6.286607142857143,"The kettlebell crab reach is a kettlebell pressing exercise in which the lifter presses a kettlebell overhead while in a modified single-arm bridge position. The simple addition of a weight makes the reach far more difficult, challenging the muscles of the back, shoulders, glutes, and core."
49,101.25292049213436,1,Spider plank jack,Spider plank jack,Strength,2,1,6.286607142857143,"The spider plank jack is a bodyweight core exercise that begins in a straight-arm plank, then combines a spider crunch and a plank jack into a single sequence. It can be performed as bodyweight core training or for conditioning in a fat-loss or athleticism-focused circuit."
49,67.55114623931185,2,Stomach Vacuum,Stomach Vacuum,Stretching,2,0,8.5,
41,94.31686443502133,2,Seated leg tuck with dumbbell,Seated leg tuck with dumbbell,Strength,4,1,6.286607142857143,The seated leg tuck with dumbbell is an ab exercise requiring only a bench and a dumbbell. It's commonly performed for high reps as a burnout at the end of a core workout.
58,84.599169509679,2,Holman Alternating Slow L-Raise,Holman Alternating Slow L-Raise,Strength,2,1,6.286607142857143,
29,90.13060647255804,1,Holman Straight Plank Hand Tap to Shoulder Tap,Holman Straight Plank Hand Tap to Shoulder Tap,Strength,2,1,6.286607142857143,
56,108.6674874224807,1,Bench barbell roll-out,Bench barbell roll-out,Strength,1,0,8.3,"The bench barbell roll-out is a challenging exercise targeting the abdominals. It is similar to using an ab roller, but using a barbell allows for a wider grip. Placing the knees on a bench rather than the floor makes the move more difficult by increasing the challenge to the upper body."
